gene_id,chromosome,gene_name,start,end,strand,n_transcripts,n_loci
C7,HiC_scaffold_1,C7,72001424,72063569,-,1,1
MIR7262K,HiC_scaffold_1,MIR7262K,72080594,72080653,+,1,1
LOC103096584,HiC_scaffold_1,LOC103096584,72142246,72151107,+,1,1
LOC130458662,HiC_scaffold_1,LOC130458662,72149215,72149296,-,1,1
CARD6,HiC_scaffold_1,CARD6,72157632,72166757,+,2,1
PRKAA1,HiC_scaffold_1,PRKAA1,72190406,72203813,+,2,1
LOC103097054,HiC_scaffold_1,LOC103097054,72206690,72219988,-,2,1
TTC33,HiC_scaffold_1,TTC33,72219898,72251225,+,4,1
PTGER4,HiC_scaffold_1,PTGER4,72261190,72274415,-,1,1
LOC130458503,HiC_scaffold_1,LOC130458503,72492892,72654275,+,2,1
DAB2,HiC_scaffold_1,DAB2,73546747,73617817,+,4,1
C9,HiC_scaffold_1,C9,73632423,73699376,+,2,1
LOC103101159,HiC_scaffold_1,LOC103101159,73646883,73683009,-,2,1
FYB1,HiC_scaffold_1,FYB1,73726024,73924079,+,4,1
LOC130458701,HiC_scaffold_1,LOC130458701,73896223,73896334,-,1,1
LOC103102935,HiC_scaffold_1,LOC103102935,73961556,73962871,-,1,1
RICTOR,HiC_scaffold_1,RICTOR,73962266,74056175,+,4,1
OSMR,HiC_scaffold_1,OSMR,74058597,74142894,-,5,1
LOC130458502,HiC_scaffold_1,LOC130458502,74143043,74173397,+,2,1
LOC100618703,HiC_scaffold_1,LOC100618703,74302780,74304802,-,1,1
LIFR,HiC_scaffold_1,LIFR,74518262,74609777,+,4,1
EGFLAM,HiC_scaffold_1,EGFLAM,74637565,74894347,-,7,1
LOC103104660,HiC_scaffold_1,LOC103104660,74894233,74918872,+,1,1
GDNF,HiC_scaffold_1,GDNF,75505092,75544004,+,1,1
LOC130458020,HiC_scaffold_1,LOC130458020,75555362,75555849,-,1,1
WDR70,HiC_scaffold_1,WDR70,75585884,75902366,-,1,1
NUP155,HiC_scaffold_1,NUP155,75929452,75994913,+,2,1
CPLANE1,HiC_scaffold_1,CPLANE1,76004778,76115641,+,5,1
NIPBL,HiC_scaffold_1,NIPBL,76165720,76426824,-,6,1
LOC130458557,HiC_scaffold_1,LOC130458557,76383566,76383683,+,1,1
LOC130458120,HiC_scaffold_1,LOC130458120,76425283,76431253,+,1,1
LOC103092465,HiC_scaffold_1,LOC103092465,76560613,76566809,+,1,1
SLC1A3,HiC_scaffold_1,SLC1A3,76678103,76790440,-,2,1
LOC103093055,HiC_scaffold_1,LOC103093055,76953626,76976275,+,1,1
LOC130456410,HiC_scaffold_1,LOC130456410,77132793,77133513,+,1,1
RANBP3L,HiC_scaffold_1,RANBP3L,77151838,77225098,+,2,1
NADK2,HiC_scaffold_1,NADK2,77233509,77280887,+,4,1
SKP2,HiC_scaffold_1,SKP2,77285825,77314780,-,4,1
LMBRD2,HiC_scaffold_1,LMBRD2,77314881,77369384,+,4,1
CAPSL,HiC_scaffold_1,CAPSL,77394643,77412134,-,1,1
IL7R,HiC_scaffold_1,IL7R,77417345,77447567,-,1,1
LOC103094680,HiC_scaffold_1,LOC103094680,77556889,77652966,-,2,1
LOC130458498,HiC_scaffold_1,LOC130458498,77664048,77737799,-,1,1
LOC100020646,HiC_scaffold_1,LOC100020646,77866025,77869228,-,1,1
PRLR,HiC_scaffold_1,PRLR,78173355,78421169,+,3,1
DNAJC21,HiC_scaffold_1,DNAJC21,78508290,78520630,-,1,1
BRIX1,HiC_scaffold_1,BRIX1,78528915,78539217,-,1,1
RAD1,HiC_scaffold_1,RAD1,78539275,78548548,+,4,1
TTC23L,HiC_scaffold_1,TTC23L,78563827,78612162,-,10,1
RAI14,HiC_scaffold_1,RAI14,78615975,78805337,-,11,1
C1QTNF3,HiC_scaffold_1,C1QTNF3,79057676,79086444,+,2,1
SLC45A2,HiC_scaffold_1,SLC45A2,79092850,79165611,+,1,1
RXFP3,HiC_scaffold_1,RXFP3,79181057,79184328,-,1,1
ADAMTS12,HiC_scaffold_1,ADAMTS12,79229991,79759086,+,1,1
TARS1,HiC_scaffold_1,TARS1,79798894,79823161,+,1,1
NPR3,HiC_scaffold_1,NPR3,79904615,79985874,+,4,1
LOC130458496,HiC_scaffold_1,LOC130458496,80561274,80571675,-,2,1
SUB1,HiC_scaffold_1,SUB1,80584241,80603781,-,2,1
ZFR,HiC_scaffold_1,ZFR,80732844,80800168,+,3,1
MTMR12,HiC_scaffold_1,MTMR12,80909356,80937512,-,2,1
GOLPH3,HiC_scaffold_1,GOLPH3,80958375,81007595,+,1,1
PDZD2,HiC_scaffold_1,PDZD2,81255938,81591706,+,6,1
LOC103106273,HiC_scaffold_1,LOC103106273,81618088,81619675,-,1,1
LOC130458495,HiC_scaffold_1,LOC130458495,81640795,81644612,+,1,1
LOC130458019,HiC_scaffold_1,LOC130458019,81751701,81751876,-,1,1
CCBE1,HiC_scaffold_1,CCBE1,81840757,82155002,+,1,1
LMAN1,HiC_scaffold_1,LMAN1,82190522,82230124,-,1,1
LOC103091932,HiC_scaffold_1,LOC103091932,82242662,82251423,+,1,1
GRP,HiC_scaffold_1,GRP,82337324,82356967,-,1,1
SEC11C,HiC_scaffold_1,SEC11C,82413664,82435475,-,4,1
LOC103093306,HiC_scaffold_1,LOC103093306,82485127,82515096,-,1,1
LOC100021996,HiC_scaffold_1,LOC100021996,82520536,82583565,-,1,1
ZNF532,HiC_scaffold_1,ZNF532,82595540,82708119,-,36,1
LOC103093734,HiC_scaffold_1,LOC103093734,82631375,82675179,+,2,1
MALT1,HiC_scaffold_1,MALT1,82785205,82875658,-,2,1
ALPK2,HiC_scaffold_1,ALPK2,82928523,83094080,+,9,1
LOC130458493,HiC_scaffold_1,LOC130458493,82928979,82985908,-,4,1
LOC103095472,HiC_scaffold_1,LOC103095472,83080605,83082195,-,1,1
LOC130458494,HiC_scaffold_1,LOC130458494,83142887,83150031,-,1,1
MIR122,HiC_scaffold_1,MIR122,83143489,83143562,-,1,1
MIR122B,HiC_scaffold_1,MIR122B,83143499,83143556,+,1,1
NEDD4L,HiC_scaffold_1,NEDD4L,83193822,83523684,+,26,1
LOC130456599,HiC_scaffold_1,LOC130456599,83200795,83200894,-,1,1
ATP8B1,HiC_scaffold_1,ATP8B1,83974686,84088549,+,1,1
NARS1,HiC_scaffold_1,NARS1,84110485,84134402,+,4,1
FECH,HiC_scaffold_1,FECH,84139213,84182736,+,2,1
ONECUT2,HiC_scaffold_1,ONECUT2,84237771,84308270,-,1,1
ST8SIA3,HiC_scaffold_1,ST8SIA3,84415676,84436328,-,1,1
LOC103099484,HiC_scaffold_1,LOC103099484,84564183,84566730,-,1,1
LOC130458766,HiC_scaffold_1,LOC130458766,84577302,84578285,+,2,1
WDR7,HiC_scaffold_1,WDR7,84849542,85315249,-,5,1
LOC130458492,HiC_scaffold_1,LOC130458492,85330523,85331407,-,1,1
TXNL1,HiC_scaffold_1,TXNL1,85396566,85432546,+,4,1
LOC103101214,HiC_scaffold_1,LOC103101214,85509242,85524928,+,1,1
LOC130458491,HiC_scaffold_1,LOC130458491,85717615,85718149,-,1,1
LOC103101746,HiC_scaffold_1,LOC103101746,86409165,86413049,+,1,1
TCF4,HiC_scaffold_1,TCF4,86677391,87097930,+,15,1
CCDC68,HiC_scaffold_1,CCDC68,87401890,87462479,+,7,1
RAB27B,HiC_scaffold_1,RAB27B,87470189,87594160,-,3,1
LOC103103549,HiC_scaffold_1,LOC103103549,87963353,87964292,-,1,1
LOC100620040,HiC_scaffold_1,LOC100620040,88071774,88091468,-,2,1
C3H18orf54,HiC_scaffold_1,C3H18orf54,88116258,88160492,-,8,1
STARD6,HiC_scaffold_1,STARD6,88160539,88198564,+,3,1
POLI,HiC_scaffold_1,POLI,88203199,88301916,-,9,1
MBD2,HiC_scaffold_1,MBD2,88313622,88394272,+,2,1
LOC130456840,HiC_scaffold_1,LOC130456840,88410831,88412294,-,1,1
LOC130455351,HiC_scaffold_1,LOC130455351,88411517,88412244,+,1,1
LOC103093358,HiC_scaffold_1,LOC103093358,88770127,88808367,+,1,1
DCC,HiC_scaffold_1,DCC,89043945,89894391,-,7,1
LOC103095103,HiC_scaffold_1,LOC103095103,91147437,91153233,+,1,1
LOC103094857,HiC_scaffold_1,LOC103094857,91177783,91370575,-,3,1
MEX3C,HiC_scaffold_1,MEX3C,91370804,91395773,+,1,1
LOC130458490,HiC_scaffold_1,LOC130458490,91434344,91480729,-,1,1
SMAD4,HiC_scaffold_1,SMAD4,91494146,91559681,-,8,1
ELAC1,HiC_scaffold_1,ELAC1,91579070,91584054,-,1,1
ME2,HiC_scaffold_1,ME2,91606202,91625979,-,5,1
LOC100020564,HiC_scaffold_1,LOC100020564,91635853,91656728,-,1,1
MAPK4,HiC_scaffold_1,MAPK4,91843917,91999824,-,3,1
LOC100020352,HiC_scaffold_1,LOC100020352,92244266,92288851,+,4,1
SKA1,HiC_scaffold_1,SKA1,92299037,92310064,+,3,1
LOC107652088,HiC_scaffold_1,LOC107652088,92354390,92362450,-,1,1
MYO5B,HiC_scaffold_1,MYO5B,92424111,92984425,+,2,1
LOC103098647,HiC_scaffold_1,LOC103098647,92825500,92843898,-,1,1
ACAA2,HiC_scaffold_1,ACAA2,92990825,93029897,+,1,1
LOC103098134,HiC_scaffold_1,LOC103098134,93120079,93122530,-,1,1
RPL17,HiC_scaffold_1,RPL17,93315041,93318402,+,3,1
LOC130458649,HiC_scaffold_1,LOC130458649,93317165,93317229,+,1,1
LOC130458650,HiC_scaffold_1,LOC130458650,93317523,93317588,+,1,1
LOC130458645,HiC_scaffold_1,LOC130458645,93318101,93318166,+,1,1
C3H18orf32,HiC_scaffold_1,C3H18orf32,93320463,93327582,+,2,1
DYM,HiC_scaffold_1,DYM,93350892,94560586,+,15,1
CTIF,HiC_scaffold_1,CTIF,93704732,94002172,+,5,1
LOC103095345,HiC_scaffold_1,LOC103095345,93931182,93953498,-,1,1
LOC103096351,HiC_scaffold_1,LOC103096351,94139418,94141854,-,1,1
SMAD7,HiC_scaffold_1,SMAD7,94141897,94178610,+,2,1
LOC103097043,HiC_scaffold_1,LOC103097043,94271260,94273420,+,1,1
ZBTB7C,HiC_scaffold_1,ZBTB7C,95016253,95153649,+,1,1
LOC103101408,HiC_scaffold_1,LOC103101408,95262065,95262546,-,2,2
SMAD2,HiC_scaffold_1,SMAD2,95280215,95379222,+,9,1
LOC103092823,HiC_scaffold_1,LOC103092823,95554498,95607943,+,2,1
LOC130454079,HiC_scaffold_1,LOC130454079,95590456,95590918,-,1,1
LOC103092716,HiC_scaffold_1,LOC103092716,95870253,95875633,+,1,1
LOC103092458,HiC_scaffold_1,LOC103092458,95932497,95953217,+,4,1
SKOR2,HiC_scaffold_1,SKOR2,96109975,96180993,+,1,1
LOC100014421,HiC_scaffold_1,LOC100014421,96194469,96241939,+,1,1
KATNAL2,HiC_scaffold_1,KATNAL2,96246182,96338065,-,6,1
LOC103103977,HiC_scaffold_1,LOC103103977,96392109,96392925,-,2,1
PIAS2,HiC_scaffold_1,PIAS2,96406220,96449295,+,4,1
LOC130458574,HiC_scaffold_1,LOC130458574,96406789,96406886,-,1,1
ST8SIA5,HiC_scaffold_1,ST8SIA5,96482869,96617604,+,1,1
LOC130458487,HiC_scaffold_1,LOC130458487,96660437,96793512,+,1,1
LOXHD1,HiC_scaffold_1,LOXHD1,96819003,96947295,+,1,1
ARK2C,HiC_scaffold_1,ARK2C,96969677,97142327,-,2,1
ARK2N,HiC_scaffold_1,ARK2N,97256897,97347168,-,11,1
HAUS1,HiC_scaffold_1,HAUS1,97385934,97419141,-,7,1
ATP5F1A,HiC_scaffold_1,ATP5F1A,97422337,97432962,+,2,1
PSTPIP2,HiC_scaffold_1,PSTPIP2,97447754,97534631,+,1,1
EPG5,HiC_scaffold_1,EPG5,97535705,97692333,+,5,1
SIGLEC15,HiC_scaffold_1,SIGLEC15,97714419,97751632,-,1,1
LOC100017450,HiC_scaffold_1,LOC100017450,97796888,97843753,-,7,1
LOC130458486,HiC_scaffold_1,LOC130458486,97853189,97991455,+,2,1
LOC130455598,HiC_scaffold_1,LOC130455598,97900481,97901244,-,1,1
SLC14A2,HiC_scaffold_1,SLC14A2,97912060,97980348,-,2,1
SETBP1,HiC_scaffold_1,SETBP1,98765596,99223259,-,2,1
LOC130458485,HiC_scaffold_1,LOC130458485,99244168,99287408,+,1,1
SYT4,HiC_scaffold_1,SYT4,100787827,100800404,+,2,1
RIT2,HiC_scaffold_1,RIT2,101050704,101526104,+,1,1
LOC130458484,HiC_scaffold_1,LOC130458484,101502613,101538917,-,1,1
PIK3C3,HiC_scaffold_1,PIK3C3,102472170,102665425,-,2,1
LOC103100283,HiC_scaffold_1,LOC103100283,103040761,103052338,-,1,1
LOC103100974,HiC_scaffold_1,LOC103100974,105346626,105351666,-,1,1
LOC130458483,HiC_scaffold_1,LOC130458483,105419848,105423486,-,1,1
LOC130458482,HiC_scaffold_1,LOC130458482,105420230,105447437,+,1,1
LOC130458481,HiC_scaffold_1,LOC130458481,105705107,105726461,+,1,1
LOC103101451,HiC_scaffold_1,LOC103101451,106192027,106193340,-,1,1
LOC130458010,HiC_scaffold_1,LOC130458010,106195807,106196163,+,1,1
LOC103101740,HiC_scaffold_1,LOC103101740,106566881,106585212,-,1,1
LOC103101926,HiC_scaffold_1,LOC103101926,106926702,107041606,-,1,1
LOC100618430,HiC_scaffold_1,LOC100618430,107079527,107082275,+,2,1
LOC103102528,HiC_scaffold_1,LOC103102528,107619695,107680571,-,1,1
LOC107651711,HiC_scaffold_1,LOC107651711,107656343,107665299,+,2,1
LOC130458016,HiC_scaffold_1,LOC130458016,107874235,107879309,+,1,1
LOC103102822,HiC_scaffold_1,LOC103102822,108093428,108106454,-,1,1
CELF4,HiC_scaffold_1,CELF4,108471273,109048578,+,1,1
KIAA1328,HiC_scaffold_1,KIAA1328,109083777,109578393,-,11,1
TPGS2,HiC_scaffold_1,TPGS2,109560484,109599118,+,2,1
FHOD3,HiC_scaffold_1,FHOD3,109610794,110313221,-,14,1
LOC130457947,HiC_scaffold_1,LOC130457947,110137775,110137950,+,1,1
MOCOS,HiC_scaffold_1,MOCOS,110325205,110373882,-,2,1
ELP2,HiC_scaffold_1,ELP2,110382069,110419443,-,1,1
RPRD1A,HiC_scaffold_1,RPRD1A,110457797,110538149,+,3,1
C3H18orf21,HiC_scaffold_1,C3H18orf21,110553681,110568749,-,1,1
MIR187,HiC_scaffold_1,MIR187,110630477,110630557,-,1,1
GALNT1,HiC_scaffold_1,GALNT1,110775255,110914631,-,2,1
INO80C,HiC_scaffold_1,INO80C,111006508,111062445,+,1,1
PLEKHG4B,HiC_scaffold_1,PLEKHG4B,111344611,111610138,+,5,1
LOC103094799,HiC_scaffold_1,LOC103094799,111365708,111383811,-,1,1
LRRC14B,HiC_scaffold_1,LRRC14B,111614599,111630484,+,1,1
CCDC127,HiC_scaffold_1,CCDC127,111644384,111659393,-,4,1
SDHA,HiC_scaffold_1,SDHA,111659463,111703976,+,1,1
PDCD6,HiC_scaffold_1,PDCD6,111707494,111736062,+,3,1
AHRR,HiC_scaffold_1,AHRR,111762994,112033564,+,2,1
EXOC3,HiC_scaffold_1,EXOC3,112045819,112077392,+,2,1
SLC9A3,HiC_scaffold_1,SLC9A3,112093160,112230841,-,4,1
CEP72,HiC_scaffold_1,CEP72,112429495,112496728,+,3,1
LOC103098135,HiC_scaffold_1,LOC103098135,112498088,112499071,-,1,1
TPPP,HiC_scaffold_1,TPPP,112509519,112522983,-,2,1
LOC130458479,HiC_scaffold_1,LOC130458479,112555628,112635506,+,1,2
LOC100014747,HiC_scaffold_1,LOC100014747,112577165,112747488,-,2,1
BRD9,HiC_scaffold_1,BRD9,112845553,112898739,-,15,1
TRIP13,HiC_scaffold_1,TRIP13,112898792,112931970,+,3,1
NKD2,HiC_scaffold_1,NKD2,113561120,113663844,+,2,1
SLC12A7,HiC_scaffold_1,SLC12A7,113697680,113982522,-,8,1
LOC130458478,HiC_scaffold_1,LOC130458478,113797173,113800426,+,1,1
LOC103103183,HiC_scaffold_1,LOC103103183,113800874,113825577,+,1,1
SLC6A19,HiC_scaffold_1,SLC6A19,114111033,114163968,+,1,1
SLC6A18,HiC_scaffold_1,SLC6A18,114171126,114210802,+,1,1
TERT,HiC_scaffold_1,TERT,114216274,114259259,-,3,1
CLPTM1L,HiC_scaffold_1,CLPTM1L,114278903,114310801,-,1,1
SLC6A3,HiC_scaffold_1,SLC6A3,114363689,114445469,-,1,1
LPCAT1,HiC_scaffold_1,LPCAT1,114466787,114635829,-,1,1
LOC103106051,HiC_scaffold_1,LOC103106051,115211857,115254588,-,1,1
NDUFS6,HiC_scaffold_1,NDUFS6,115242857,115331957,+,11,1
IRX4,HiC_scaffold_1,IRX4,115343330,115356089,-,4,1
LOC103106736,HiC_scaffold_1,LOC103106736,115381657,115390072,+,1,1
LOC103101170,HiC_scaffold_1,LOC103101170,115474562,369061021,-,2,1
LOC103092459,HiC_scaffold_1,LOC103092459,115725530,115741377,-,2,1
LOC103092993,HiC_scaffold_1,LOC103092993,116843083,116853604,+,1,1
LOC130458476,HiC_scaffold_1,LOC130458476,116885406,116887722,+,1,1
IRX2,HiC_scaffold_1,IRX2,116894514,116901121,-,4,1
LOC103093670,HiC_scaffold_1,LOC103093670,117129004,117137520,+,1,1
LOC103094255,HiC_scaffold_1,LOC103094255,118064674,118093264,-,1,1
LOC103094546,HiC_scaffold_1,LOC103094546,118133658,118146224,-,1,1
IRX1,HiC_scaffold_1,IRX1,118146729,118153030,+,1,1
LOC103095282,HiC_scaffold_1,LOC103095282,119881115,119905133,+,1,1
ADAMTS16,HiC_scaffold_1,ADAMTS16,120262441,120460779,+,1,1
ICE1,HiC_scaffold_1,ICE1,120681909,120729020,-,2,1
MED10,HiC_scaffold_1,MED10,121993152,122005176,+,1,1
UBE2QL1,HiC_scaffold_1,UBE2QL1,122093856,122154677,+,1,1
LOC103097738,HiC_scaffold_1,LOC103097738,122231121,122232361,+,1,1
NSUN2,HiC_scaffold_1,NSUN2,122283361,122316246,-,3,1
SRD5A1,HiC_scaffold_1,SRD5A1,122316457,122338100,+,1,1
TENT4A,HiC_scaffold_1,TENT4A,122436457,122526982,+,3,1
ADCY2,HiC_scaffold_1,ADCY2,123938434,124040799,+,1,1
CFAP90,HiC_scaffold_1,CFAP90,124047200,124066920,-,1,1
FASTKD3,HiC_scaffold_1,FASTKD3,124068131,124080302,-,2,1
MTRR,HiC_scaffold_1,MTRR,124080412,124111896,+,3,1
LOC107652095,HiC_scaffold_1,LOC107652095,124787091,124793520,-,1,1
LOC100018688,HiC_scaffold_1,LOC100018688,124965864,124966585,-,1,1
LOC103101150,HiC_scaffold_1,LOC103101150,125121682,125122811,-,1,1
SEMA5A,HiC_scaffold_1,SEMA5A,125238502,125868138,-,1,1
LOC107651720,HiC_scaffold_1,LOC107651720,125655578,125657623,+,1,1
LOC103102047,HiC_scaffold_1,LOC103102047,125868702,125875444,+,1,1
LOC130458679,HiC_scaffold_1,LOC130458679,125874481,125874549,+,1,1
LOC130456078,HiC_scaffold_1,LOC130456078,125960463,281374540,+,3,1
LOC103102529,HiC_scaffold_1,LOC103102529,126083961,126097464,+,2,1
ATPSCKMT,HiC_scaffold_1,ATPSCKMT,126386789,126422431,-,3,1
CCT5,HiC_scaffold_1,CCT5,126422829,126440525,+,1,1
CMBL,HiC_scaffold_1,CMBL,126441248,126449759,-,2,1
MARCHF6,HiC_scaffold_1,MARCHF6,126483121,126568275,+,4,1
ROPN1L,HiC_scaffold_1,ROPN1L,126578330,126605281,+,4,1
LOC103095794,HiC_scaffold_1,LOC103095794,126628721,126629162,+,1,1
ANKRD33B,HiC_scaffold_1,ANKRD33B,126753268,126862077,+,2,1
DAP,HiC_scaffold_1,DAP,126961762,127028257,-,2,1
LOC100019367,HiC_scaffold_1,LOC100019367,127011781,127028256,-,2,1
CTNND2,HiC_scaffold_1,CTNND2,127230670,128264298,-,13,1
MIR7262E,HiC_scaffold_1,MIR7262E,127991306,127991364,-,1,1
LOC107652096,HiC_scaffold_1,LOC107652096,130287912,130288580,-,1,1
DNAH5,HiC_scaffold_1,DNAH5,130647590,131038767,-,1,1
TRIO,HiC_scaffold_1,TRIO,131200188,131666745,+,9,1
LOC130458471,HiC_scaffold_1,LOC130458471,131619913,131623607,-,1,1
OTULINL,HiC_scaffold_1,OTULINL,131766835,131812781,+,1,1
OTULIN,HiC_scaffold_1,OTULIN,131866192,131909979,+,4,1
ANKH,HiC_scaffold_1,ANKH,131928261,132128352,-,1,1
LOC103094610,HiC_scaffold_1,LOC103094610,132050159,132081200,+,2,1
LOC103093562,HiC_scaffold_1,LOC103093562,132369701,132371930,-,1,1
LOC103095104,HiC_scaffold_1,LOC103095104,132921511,132943130,-,2,1
LOC130458469,HiC_scaffold_1,LOC130458469,132961292,133053042,-,1,1
FBXL7,HiC_scaffold_1,FBXL7,133051657,133554024,+,1,1
LOC103095643,HiC_scaffold_1,LOC103095643,133238372,133239539,-,1,1
LOC130458470,HiC_scaffold_1,LOC130458470,133258903,133278216,+,1,1
LOC103095520,HiC_scaffold_1,LOC103095520,133539603,133550389,-,1,1
MARCHF11,HiC_scaffold_1,MARCHF11,133717605,133850999,-,1,1
LOC103096352,HiC_scaffold_1,LOC103096352,133850956,133852325,+,1,1
ZNF622,HiC_scaffold_1,ZNF622,134089504,134117340,-,1,1
LOC130458468,HiC_scaffold_1,LOC130458468,134094693,134099846,-,1,1
RETREG1,HiC_scaffold_1,RETREG1,134124686,134318076,-,3,1
LOC130458466,HiC_scaffold_1,LOC130458466,134343436,134343467,+,1,1
MYO10,HiC_scaffold_1,MYO10,134350430,134535147,-,2,1
LOC103097918,HiC_scaffold_1,LOC103097918,134735072,134741288,-,1,1
LOC130456596,HiC_scaffold_1,LOC130456596,135013483,135013589,+,1,1
BASP1,HiC_scaffold_1,BASP1,135066820,135140918,-,3,1
LOC100014815,HiC_scaffold_1,LOC100014815,136014857,136017278,+,1,1
LOC100030072,HiC_scaffold_1,LOC100030072,136760431,136762939,-,1,1
CDH18,HiC_scaffold_1,CDH18,137229466,138518218,-,8,1
LOC103100803,HiC_scaffold_1,LOC103100803,138355888,138356361,+,1,2
LOC100033346,HiC_scaffold_1,LOC100033346,139841833,139842582,-,1,1
CDH12,HiC_scaffold_1,CDH12,140079071,141432237,-,2,1
LOC107651724,HiC_scaffold_1,LOC107651724,140492744,140514212,+,1,1
LOC107651723,HiC_scaffold_1,LOC107651723,141054814,141063087,+,1,1
LOC103102415,HiC_scaffold_1,LOC103102415,141552404,141604534,-,1,1
LOC103105580,HiC_scaffold_1,LOC103105580,141910140,141910371,+,1,1
LOC103103125,HiC_scaffold_1,LOC103103125,142740942,142741951,+,2,1
LOC100015273,HiC_scaffold_1,LOC100015273,143446410,143725483,-,2,1
LOC103104258,HiC_scaffold_1,LOC103104258,145345309,145371497,-,1,1
LOC100029582,HiC_scaffold_1,LOC100029582,145410379,145411473,+,1,1
CDH9,HiC_scaffold_1,CDH9,146600964,146812238,-,2,1
LOC130455693,HiC_scaffold_1,LOC130455693,147369722,147369838,-,1,1
LOC130455302,HiC_scaffold_1,LOC130455302,148050827,148051531,-,1,1
LOC100012486,HiC_scaffold_1,LOC100012486,148064134,148065111,+,1,1
LOC103105468,HiC_scaffold_1,LOC103105468,149781235,149830208,+,1,1
LOC100023972,HiC_scaffold_1,LOC100023972,150425517,150426967,+,1,1
LOC130458462,HiC_scaffold_1,LOC130458462,150810262,150869651,-,1,1
CDH6,HiC_scaffold_1,CDH6,151648172,151836541,+,2,1
DROSHA,HiC_scaffold_1,DROSHA,151920575,152027167,-,9,1
LOC103106628,HiC_scaffold_1,LOC103106628,151930978,151945691,+,1,1
C3H5orf22,HiC_scaffold_1,C3H5orf22,152027362,152046491,+,1,1
LOC130458781,HiC_scaffold_1,LOC130458781,152160207,152160792,+,1,1
MC4R,HiC_scaffold_1,MC4R,152399079,152400077,-,1,1
LOC100024319,HiC_scaffold_1,LOC100024319,152594808,152639113,+,1,1
CDH20,HiC_scaffold_1,CDH20,153460607,153754638,+,2,1
LOC103093845,HiC_scaffold_1,LOC103093845,153944295,153951380,+,1,1
RNF152,HiC_scaffold_1,RNF152,154069257,154176219,-,5,1
PIGN,HiC_scaffold_1,PIGN,154391592,154631422,-,8,1
MIR12337,HiC_scaffold_1,MIR12337,154581439,154581497,-,1,1
RELCH,HiC_scaffold_1,RELCH,154631450,154771901,+,8,1
TNFRSF11A,HiC_scaffold_1,TNFRSF11A,154801714,154933060,+,1,1
LOC130458555,HiC_scaffold_1,LOC130458555,154814402,154815914,-,2,1
LOC107651729,HiC_scaffold_1,LOC107651729,154899880,154934728,-,1,1
ZCCHC2,HiC_scaffold_1,ZCCHC2,155116024,155223174,+,2,1
PHLPP1,HiC_scaffold_1,PHLPP1,155378102,155642083,+,1,1
LOC103097162,HiC_scaffold_1,LOC103097162,155612882,155616615,-,1,1
LOC103097860,HiC_scaffold_1,LOC103097860,155714870,155718670,-,1,1
LOC103098027,HiC_scaffold_1,LOC103098027,155879812,155917793,-,2,1
BCL2,HiC_scaffold_1,BCL2,155984781,155990814,+,1,1
LOC130458460,HiC_scaffold_1,LOC130458460,156012952,156013469,-,1,1
KDSR,HiC_scaffold_1,KDSR,156053526,156114390,-,2,1
VPS4B,HiC_scaffold_1,VPS4B,156123457,156162214,-,2,1
SERPINB12,HiC_scaffold_1,SERPINB12,156335650,156374814,+,4,1
SEPHS2,HiC_scaffold_1,SEPHS2,156379726,156383112,+,1,1
LOC100619446,HiC_scaffold_1,LOC100619446,156410187,156426529,+,3,1
LOC100016888,HiC_scaffold_1,LOC100016888,156438974,156454910,+,1,1
LOC130457967,HiC_scaffold_1,LOC130457967,156472321,156472980,-,1,1
SERPINB11,HiC_scaffold_1,SERPINB11,156503880,156538380,+,1,1
SERPINB7,HiC_scaffold_1,SERPINB7,156582568,156625597,+,1,1
SERPINB2,HiC_scaffold_1,SERPINB2,156674942,156691471,+,2,1
LOC100025066,HiC_scaffold_1,LOC100025066,156695855,156729905,+,2,1
LOC103101266,HiC_scaffold_1,LOC103101266,156697325,156717638,-,1,1
LOC100025080,HiC_scaffold_1,LOC100025080,156747442,156760601,+,1,1
LOC103102348,HiC_scaffold_1,LOC103102348,156783756,156790799,-,1,1
LOC100017160,HiC_scaffold_1,LOC100017160,156817295,156837718,+,1,1
LOC103102645,HiC_scaffold_1,LOC103102645,156850210,156854531,-,3,1
LOC103103126,HiC_scaffold_1,LOC103103126,156891035,156902597,+,1,1
LOC100025159,HiC_scaffold_1,LOC100025159,156940108,156948881,-,1,1
SLC7A13,HiC_scaffold_1,SLC7A13,156969513,156978360,+,1,1
LRRCC1,HiC_scaffold_1,LRRCC1,156982157,157039285,+,4,1
E2F5,HiC_scaffold_1,E2F5,157050452,157091467,+,5,1
RBIS,HiC_scaffold_1,RBIS,157095839,157098368,-,2,1
LOC100018677,HiC_scaffold_1,LOC100018677,157097835,157159574,+,6,1
CA1,HiC_scaffold_1,CA1,157259366,157270144,-,1,1
LOC103092883,HiC_scaffold_1,LOC103092883,157340838,157441882,-,1,1
LOC103092995,HiC_scaffold_1,LOC103092995,157518715,157580790,-,1,1
LOC103093177,HiC_scaffold_1,LOC103093177,157671714,157675171,+,2,1
CA3,HiC_scaffold_1,CA3,157708945,157729768,-,1,1
LOC130458430,HiC_scaffold_1,LOC130458430,157729814,157747532,+,1,1
LOC103095921,HiC_scaffold_1,LOC103095921,157776350,157783017,+,1,1
RALYL,HiC_scaffold_1,RALYL,157835801,158636090,-,23,1
LOC103097739,HiC_scaffold_1,LOC103097739,160489363,160492094,+,1,1
